seq_id,replicate,library,species,nursery,country,latitude,longitude,date,day,month,year,sex,pcl_mm,fl_mm,tl_mm,stl_mm,stage,from
SC_004-12,NA,SLH01,Scalloped,BB,USA,33.0095,-79.48533,2012-08-31,31,8,2012,M,NA,475,635,NA,YOY,Frazier
SC_005-12,NA,SLH01,Scalloped,BB,USA,33.0095,-79.48533,2012-08-31,31,8,2012,F,NA,445,592,NA,YOY,Frazier
SC_016-12,NA,SLH01,Scalloped,BB,USA,33.0095,-79.48533,2012-08-31,31,8,2012,M,NA,503,671,NA,YOY,Frazier
SC_028-12,NA,SLH01,Scalloped,BB,USA,33.0095,-79.48533,2012-09-28,28,9,2012,F,NA,525,698,NA,YOY,Frazier
SC_031-13,NA,SLH01,Scalloped,BB,USA,33.0095,-79.48533,2013-05-28,28,5,2013,F,NA,282,380,NA,YOY,Frazier
SC_034-13,NA,SLH01,Scalloped,BB,USA,33.02478,-79.50423,2013-06-10,10,6,2013,UND,NA,351,471,NA,YOY,Frazier
SC_036-13,NA,SLH01,Scalloped,BB,USA,33.0095,-79.48533,2013-06-17,17,6,2013,F,NA,350,464,NA,YOY,Frazier
SC_037-13,NA,SLH01,Scalloped,BB,USA,33.0095,-79.48533,2013-06-17,17,6,2013,F,NA,365,481,NA,YOY,Frazier
SC_038-13,NA,SLH01,Scalloped,BB,USA,33.0095,-79.48533,2013-06-17,17,6,2013,F,NA,400,528,NA,YOY,Frazier
SC_040-13,NA,SLH01,Scalloped,BB,USA,33.0095,-79.48533,2013-06-17,17,6,2013,F,NA,402,536,NA,YOY,Frazier
SC_041-13,NA,SLH01,Scalloped,BB,USA,33.0095,-79.48533,2013-06-17,17,6,2013,F,NA,354,472,NA,YOY,Frazier
SC_042-13,NA,SLH01,Scalloped,BB,USA,33.0095,-79.48533,2013-06-17,17,6,2013,F,NA,391,517,NA,YOY,Frazier
SC_046-13,NA,SLH01,Scalloped,BB,USA,33.0095,-79.48533,2013-06-17,17,6,2013,F,NA,341,459,NA,YOY,Frazier
SC_047-13,NA,SLH01,Scalloped,BB,USA,33.0095,-79.48533,2013-06-17,17,6,2013,F,NA,360,486,NA,YOY,Frazier
SC_048-13,NA,SLH01,Scalloped,BB,USA,33.0095,-79.48533,2013-06-17,17,6,2013,M,NA,387,515,NA,YOY,Frazier
SC_049-13,NA,SLH01,Scalloped,BB,USA,33.0095,-79.48533,2013-06-17,17,6,2013,M,NA,372,498,NA,YOY,Frazier
SC_054-13,NA,SLH03,Scalloped,BB,USA,33.0095,-79.48533,2013-06-24,24,6,2013,F,NA,402,559,NA,YOY,Frazier
SC_056-13,NA,SLH03,Scalloped,BB,USA,33.0095,-79.48533,2013-07-09,9,7,2013,M,NA,432,577,NA,YOY,Frazier
SC_058-13,NA,SLH03,Scalloped,BB,USA,33.0095,-79.48533,2013-07-09,9,7,2013,M,NA,430,572,NA,YOY,Frazier
SC_061-13,NA,SLH03,Scalloped,BB,USA,33.0095,-79.48533,2013-07-09,9,7,2013,F,NA,393,519,NA,YOY,Frazier
SC_133-14,NA,SLH10,Scalloped,BB,USA,33.00949,-79.48533,2014-05-29,29,5,2014,M,NA,359,480,NA,YOY,Frazier
SC_135-14,NA,SLH10,Scalloped,BB,USA,33.00949,-79.48533,2014-05-29,29,5,2014,M,NA,375,501,NA,YOY,Frazier
SC_136-14,NA,SLH10,Scalloped,BB,USA,33.00949,-79.48533,2014-05-29,29,5,2014,F,NA,335,444,NA,YOY,Frazier
SC_139-14,NA,SLH10,Scalloped,BB,USA,33.00949,-79.48533,2014-06-24,24,6,2014,M,NA,318,425,NA,YOY,Frazier
SC_142-14,NA,SLH10,Scalloped,BB,USA,33.0351,-79.54564,2014-07-08,8,7,2014,M,NA,388,515,NA,YOY,Frazier
SC_147-14,NA,SLH10,Scalloped,BB,USA,33.00949,-79.48533,2014-07-29,29,7,2014,M,NA,462,612,NA,YOY,Frazier
SC_148-14,NA,SLH11,Scalloped,BB,USA,33.00949,-79.48533,2014-07-29,29,7,2014,M,NA,442,583,NA,YOY,Frazier
SC_162-14,NA,SLH11,Scalloped,BB,USA,33.00949,-79.48533,2014-07-29,29,7,2014,M,NA,415,555,NA,YOY,Frazier
SC_260-16,NA,SLH06,Scalloped,BB,USA,33.0095,-79.48533,2016-05-09,9,5,2016,M,NA,360,477,NA,YOY,Frazier
SC_276-16,NA,SLH06,Scalloped,BB,USA,33.0095,-79.48533,2016-05-24,24,5,2016,F,NA,398,522,NA,YOY,Frazier
SC_279-16,NA,SLH06,Scalloped,BB,USA,33.0095,-79.48533,2016-05-24,24,5,2016,F,NA,376,494,NA,YOY,Frazier
SC_288-16,NA,SLH06,Scalloped,BB,USA,33.0095,-79.48533,2016-06-08,8,6,2016,M,NA,411,550,NA,YOY,Frazier
SC_292-16,NA,SLH06,Scalloped,BB,USA,33.0095,-79.48533,2016-06-08,8,6,2016,F,NA,387,515,NA,YOY,Frazier
SC_293-16,NA,SLH06,Scalloped,BB,USA,33.0095,-79.48533,2016-06-08,8,6,2016,M,NA,335,442,NA,YOY,Frazier
SC_299-16,NA,SLH06,Scalloped,BB,USA,33.0095,-79.48533,2016-06-08,8,6,2016,M,NA,374,495,NA,YOY,Frazier
SC_304-16,NA,SLH06,Scalloped,BB,USA,33.0095,-79.48533,2016-07-19,19,7,2016,M,NA,468,620,NA,YOY,Frazier
SC_306-16,NA,SLH06,Scalloped,BB,USA,33.03511,-79.54564,2016-07-22,22,7,2016,M,NA,405,539,NA,YOY,Frazier
SC_308-16,NA,SLH06,Scalloped,BB,USA,33.03511,-79.54564,2016-07-28,28,7,2016,M,420,477,636,NA,YOY,Frazier
SC_310-16,NA,SLH07,Scalloped,BB,USA,33.03511,-79.54564,2016-07-28,28,7,2016,M,378,418,562,NA,YOY,Frazier
SC_315-16,NA,SLH07,Scalloped,BB,USA,33.0095,-79.48533,2016-08-18,18,8,2016,M,424,471,627,NA,YOY,Frazier
SC_329-17,NA,SLH07,Scalloped,BB,USA,33.0095,-79.48533,2017-05-11,11,5,2017,F,310,345,462,NA,YOY,Frazier
SC_331-17,NA,SLH07,Scalloped,BB,USA,33.0095,-79.48533,2017-05-11,11,5,2017,M,350,393,524,NA,YOY,Frazier
SC_346-17,NA,SLH12,Scalloped,BB,USA,32.98116,-79.51725,2017-05-26,26,5,2017,M,NA,385,515,NA,YOY,Frazier
SC_377-17,NA,SLH12,Scalloped,BB,USA,32.9954,-79.48268,2017-06-22,22,6,2017,F,NA,332,427,NA,YOY,Frazier
SC_380-17,NA,SLH09,Scalloped,BB,USA,33.0095,-79.48533,2017-06-22,22,6,2017,M,309,347,462,NA,YOY,Frazier
SC_385-17,NA,SLH09,Scalloped,BB,USA,32.94155,-79.5438,2017-07-21,21,7,2017,M,412,462,612,NA,YOY,Frazier
SC_386-17,NA,SLH09,Scalloped,BB,USA,33.01003,-79.48662,2017-07-26,26,7,2017,F,312,352,468,NA,YOY,Frazier
SC_397-17,NA,SLH09,Scalloped,BB,USA,33.0095,-79.48533,2017-08-09,9,8,2017,M,420,464,613,NA,YOY,Frazier
SC_412-17,NA,SLH09,Scalloped,BB,USA,33.0095,-79.48533,2017-08-09,9,8,2017,M,481,535,707,NA,SM_JUV,Frazier
SC_415-17,NA,SLH09,Scalloped,BB,USA,33.0095,-79.48533,2017-08-09,9,8,2017,M,NA,428,574,NA,YOY,Frazier
SC_417-17,NA,SLH10,Scalloped,BB,USA,33.0095,-79.48533,2017-08-09,9,8,2017,F,416,464,620,NA,YOY,Frazier
SC_418-17,NA,SLH10,Scalloped,BB,USA,33.0095,-79.48533,2017-08-09,9,8,2017,F,431,480,637,NA,YOY,Frazier
SC_423-17,NA,SLH10,Scalloped,BB,USA,33.0095,-79.48533,2017-08-22,22,8,2017,F,447,496,658,NA,SM_JUV,Frazier
SC_426-17,NA,SLH10,Scalloped,BB,USA,33.0095,-79.48533,2017-08-22,22,8,2017,F,474,525,694,NA,SM_JUV,Frazier
SC_434-17,NA,SLH10,Scalloped,BB,USA,33.0095,-79.48533,2017-08-22,22,8,2017,M,444,493,655,NA,YOY,Frazier
SC_437-17,NA,SLH10,Scalloped,BB,USA,33.0095,-79.48533,2017-08-22,22,8,2017,M,426,475,622,NA,YOY,Frazier
SC_441-17,NA,SLH10,Scalloped,BB,USA,33.0095,-79.48533,2017-08-22,22,8,2017,F,340,499,657,NA,YOY,Frazier
SC_467-18,NA,SLH11,Scalloped,BB,USA,33.0095,-79.48533,2018-05-31,31,5,2018,M,320,355,364,NA,YOY,Frazier
SC_470-18_rep,rep,SLH13,Scalloped,BB,USA,33.0095,-79.48533,2018-06-18,18,6,2018,M,306,343,461,NA,YOY,Frazier
SC_475-18,NA,SLH11,Scalloped,BB,USA,33.0095,-79.48533,2018-06-18,18,6,2018,F,350,390,518,NA,YOY,Frazier
SC_477-18,NA,SLH11,Scalloped,BB,USA,33.0095,-79.48533,2018-06-18,18,6,2018,M,359,400,532,NA,YOY,Frazier
SC_479-18,NA,SLH11,Scalloped,BB,USA,33.0095,-79.48533,2018-06-18,18,6,2018,M,380,382,505,NA,YOY,Frazier
SC_480-18,NA,SLH12,Scalloped,BB,USA,33.0095,-79.48533,2018-06-18,18,6,2018,F,302,340,455,NA,YOY,Frazier
SC_485-18,NA,SLH11,Scalloped,BB,USA,33.0095,-79.48533,2018-06-28,28,6,2018,M,372,419,560,NA,YOY,Frazier
SC_490-18,NA,SLH11,Scalloped,BB,USA,33.0095,-79.48533,2018-06-28,28,6,2018,F,342,380,505,NA,YOY,Frazier
SC_495-18,NA,SLH11,Scalloped,BB,USA,32.99512,-79.46538,2018-06-29,29,6,2018,M,375,416,553,NA,YOY,Frazier
SC_496-18,NA,SLH11,Scalloped,BB,USA,33.00535,-79.41887,2018-06-29,29,6,2018,M,364,405,442,NA,YOY,Frazier
SC_512-18,NA,SLH11,Scalloped,BB,USA,33.0095,-79.48533,2018-07-13,13,7,2018,F,427,474,633,NA,YOY,Frazier
SC_517-18,NA,SLH12,Scalloped,BB,USA,33.0095,-79.48533,2018-08-10,10,8,2018,F,438,484,648,NA,SM_JUV,Frazier
SC_520-18,NA,SLH11,Scalloped,BB,USA,33.0095,-79.48533,2018-08-10,10,8,2018,M,400,449,592,NA,YOY,Frazier
SC_563-18,NA,SLH12,Scalloped,BB,USA,33.00627,-79.48651,2018-06-29,29,6,2018,M,NA,405,538,NA,YOY,Frazier
SC_654-19,NA,SLH13,Scalloped,BB,USA,33.0095,-79.48533,2019-05-06,6,5,2019,F,336,375,493,NA,YOY,Frazier
SC_658-19,NA,SLH13,Scalloped,BB,USA,33.0095,-79.48533,2019-05-06,6,5,2019,M,331,366,483,NA,YOY,Frazier
SC_661-19,NA,SLH13,Scalloped,BB,USA,33.0095,-79.48533,2019-05-20,20,5,2019,F,281,316,425,NA,YOY,Frazier
SC_662-19,NA,SLH13,Scalloped,BB,USA,33.0095,-79.48533,2019-05-20,20,5,2019,M,347,381,509,NA,YOY,Frazier
SC_663-19,NA,SLH13,Scalloped,BB,USA,33.0095,-79.48533,2019-05-20,20,5,2019,M,336,375,494,NA,YOY,Frazier
SC_665-19,NA,SLH13,Scalloped,BB,USA,33.0095,-79.48533,2019-05-20,20,5,2019,F,331,368,486,NA,YOY,Frazier
SC_666-19,NA,SLH13,Scalloped,BB,USA,33.0095,-79.48533,2019-05-20,20,5,2019,F,352,390,513,NA,YOY,Frazier
SC_669-19,NA,SLH13,Scalloped,BB,USA,33.0095,-79.48533,2019-05-20,20,5,2019,M,324,364,480,NA,YOY,Frazier
SC_670-19,NA,SLH13,Scalloped,BB,USA,33.0095,-79.48533,2019-05-20,20,5,2019,F,329,369,487,NA,YOY,Frazier
SC_679-19,NA,SLH13,Scalloped,BB,USA,33.0095,-79.48533,2019-06-03,3,6,2019,M,314,358,471,NA,YOY,Frazier
SC_680-19,NA,SLH14,Scalloped,BB,USA,33.0095,-79.48533,2019-06-03,3,6,2019,F,339,375,502,NA,YOY,Frazier
SC_682-19,NA,SLH14,Scalloped,BB,USA,33.0095,-79.48533,2019-06-03,3,6,2019,F,291,326,434,NA,YOY,Frazier
SC_684-19,NA,SLH13,Scalloped,BB,USA,33.0095,-79.48533,2019-06-03,3,6,2019,M,340,381,504,NA,YOY,Frazier
SC_685-19,NA,SLH14,Scalloped,BB,USA,33.0095,-79.48533,2019-06-03,3,6,2019,F,319,355,475,NA,YOY,Frazier
SC_686-19,NA,SLH14,Scalloped,BB,USA,33.0095,-79.48533,2019-06-03,3,6,2019,F,334,371,493,NA,YOY,Frazier
SC_687-19,NA,SLH14,Scalloped,BB,USA,33.0095,-79.48533,2019-06-03,3,6,2019,M,346,385,510,NA,YOY,Frazier
SC_702-19,NA,SLH14,Scalloped,BB,USA,33.0095,-79.48533,2019-06-03,3,6,2019,M,345,385,515,NA,YOY,Frazier
SC_703-19,NA,SLH14,Scalloped,BB,USA,33.0095,-79.48533,2019-06-03,3,6,2019,F,341,381,505,NA,YOY,Frazier
SC_708-19,NA,SLH15,Scalloped,BB,USA,33.0095,-79.48533,2019-08-01,1,8,2019,M,NA,440,592,NA,YOY,Frazier
SC_709-19,NA,SLH15,Scalloped,BB,USA,33.0095,-79.48533,2019-08-01,1,8,2019,F,NA,430,572,NA,YOY,Frazier
SC_715-19,NA,SLH14,Scalloped,BB,USA,33.0095,-79.48533,2019-08-01,1,8,2019,M,NA,435,567,NA,YOY,Frazier
SC_716-19,NA,SLH14,Scalloped,BB,USA,33.0095,-79.48533,2019-08-01,1,8,2019,M,NA,455,608,NA,YOY,Frazier
SC_718-19,NA,SLH14,Scalloped,BB,USA,33.0095,-79.48533,2019-08-01,1,8,2019,F,NA,440,586,NA,YOY,Frazier
SC_719-19,NA,SLH14,Scalloped,BB,USA,33.0095,-79.48533,2019-08-01,1,8,2019,M,NA,465,610,NA,YOY,Frazier
SC_720-19,NA,SLH14,Scalloped,BB,USA,33.0095,-79.48533,2019-08-01,1,8,2019,M,NA,505,672,NA,YOY,Frazier
SC_721-19,NA,SLH14,Scalloped,BB,USA,33.0095,-79.48533,2019-06-17,17,6,2019,F,NA,379,498,NA,YOY,Frazier
SC_722-19,NA,SLH14,Scalloped,BB,USA,33.0095,-79.48533,2019-06-17,17,6,2019,F,NA,401,532,NA,YOY,Frazier
SC_737-20,NA,SLH15,Scalloped,BB,USA,33.0095,-79.48533,2020-06-22,22,6,2020,F,NA,360,475,NA,YOY,Frazier
SC_753-20,NA,SLH15,Scalloped,BB,USA,33.0095,-79.48533,2020-08-18,18,8,2020,M,NA,492,655,NA,SM_JUV,Frazier
SC_754-20,NA,SLH15,Scalloped,BB,USA,33.0095,-79.48533,2020-08-18,18,8,2020,M,NA,524,693,NA,SM_JUV,Frazier
SC_755-20,NA,SLH15,Scalloped,BB,USA,33.0095,-79.48533,2020-08-18,18,8,2020,M,NA,468,616,NA,YOY,Frazier
SC_768-19,NA,SLH15,Scalloped,BB,USA,33.0095,-79.48533,2019-07-17,17,7,2019,F,NA,458,607,NA,YOY,Frazier
CC_001-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,M,382,415,542,NA,YOY,Doug A.
CC_003-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,F,415,460,615,NA,YOY,Doug A.
CC_004-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,F,374,414,530,NA,YOY,Doug A.
CC_005-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,F,350,390,492,NA,YOY,Doug A.
CC_006-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,F,398,470,602,NA,YOY,Doug A.
CC_007-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,F,374,405,520,NA,YOY,Doug A.
CC_009-12,NA,SLH01,Scalloped,CB,USA,28.41441,-80.57417,2012-08-09,9,8,2012,M,402,472,622,NA,YOY,Doug A.
CC_011-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,M,410,442,570,NA,YOY,Doug A.
CC_012-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,F,388,420,545,NA,YOY,Doug A.
CC_013-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,F,390,430,565,NA,YOY,Doug A.
CC_014-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,M,370,402,530,NA,YOY,Doug A.
CC_016-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,M,366,405,528,NA,YOY,Doug A.
CC_017-12,NA,SLH01,Scalloped,CB,USA,28.41441,-80.57417,2012-08-09,9,8,2012,M,365,400,518,NA,YOY,Doug A.
CC_018-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,F,430,470,630,NA,YOY,Doug A.
CC_019-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,M,361,400,510,NA,YOY,Doug A.
CC_020-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,M,390,425,541,NA,YOY,Doug A.
CC_021-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,M,385,425,562,NA,YOY,Doug A.
CC_022-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,F,380,410,550,NA,YOY,Doug A.
CC_023-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,M,440,490,650,NA,YOY,Doug A.
CC_025-12,NA,SLH01,Scalloped,CB,USA,28.41441,-80.57417,2012-08-09,9,8,2012,F,402,434,555,NA,YOY,Doug A.
CC_027-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,M,409,450,582,NA,YOY,Doug A.
CC_028-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,M,385,420,550,NA,YOY,Doug A.
CC_029-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,M,375,415,550,NA,YOY,Doug A.
CC_032-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,M,390,430,560,NA,YOY,Doug A.
CC_037-12,NA,SLH01,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,F,410,450,592,NA,YOY,Doug A.
CC_063-12,NA,SLH03,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,F,380,415,550,NA,YOY,Doug A.
CC_064-12,NA,SLH03,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,F,402,440,570,NA,YOY,Doug A.
CC_065-12,NA,SLH03,Scalloped,CB,USA,28.41438,-80.57348,2012-08-15,15,8,2012,M,442,485,630,NA,YOY,Doug A.
CC_066-13,NA,SLH03,Scalloped,CB,USA,28.41311,-80.57465,2013-06-04,4,6,2013,M,305,340,445,NA,YOY,Doug A.
CC_068-13,NA,SLH03,Scalloped,CB,USA,28.41311,-80.57465,2013-06-04,4,6,2013,M,335,372,455,NA,YOY,Doug A.
CC_069-13,NA,SLH03,Scalloped,CB,USA,28.41433,-80.57346,2013-06-03,3,6,2013,F,335,370,490,NA,YOY,Doug A.
CC_070-13,NA,SLH03,Scalloped,CB,USA,28.41729,-80.575,2013-06-28,28,6,2013,M,325,350,450,NA,YOY,Doug A.
CC_071-13,NA,SLH03,Scalloped,CB,USA,28.41433,-80.57346,2013-06-03,3,6,2013,M,350,380,500,NA,YOY,Doug A.
CC_072-13,NA,SLH03,Scalloped,CB,USA,28.41434,-80.57315,2013-06-18,18,6,2013,M,410,440,560,NA,YOY,Doug A.
CC_073-13,NA,SLH03,Scalloped,CB,USA,28.41311,-80.57465,2013-06-04,4,6,2013,F,310,348,465,NA,YOY,Doug A.
CC_074-13,NA,SLH03,Scalloped,CB,USA,28.41729,-80.575,2013-06-28,28,6,2013,F,300,320,440,NA,YOY,Doug A.
CC_076-13,NA,SLH03,Scalloped,CB,USA,28.41311,-80.57465,2013-06-04,4,6,2013,F,315,350,672,NA,YOY,Doug A.
CC_077-13,NA,SLH03,Scalloped,CB,USA,28.41433,-80.57346,2013-06-03,3,6,2013,M,320,360,470,NA,YOY,Doug A.
CC_087-13,NA,SLH03,Scalloped,CB,USA,28.41311,-80.57465,2013-06-04,4,6,2013,M,310,346,452,NA,YOY,Doug A.
CC_090-13,NA,SLH03,Scalloped,CB,USA,28.41729,-80.575,2013-06-28,28,6,2013,M,330,360,450,NA,YOY,Doug A.
CC_092-13,NA,SLH03,Scalloped,CB,USA,28.61955,-80.60245,2013-06-28,28,6,2013,F,340,370,500,NA,YOY,Doug A.
CC_095-13,NA,SLH03,Scalloped,CB,USA,28.41729,-80.575,2013-06-28,28,6,2013,F,330,365,500,NA,YOY,Doug A.
CC_096-13,NA,SLH03,Scalloped,CB,USA,28.41311,-80.57465,2013-06-04,4,6,2013,F,340,375,495,NA,YOY,Doug A.
CC_152-14,NA,SLH07,Scalloped,CB,USA,28.435,-80.557,2014-06-20,20,6,2014,M,370,410,540,NA,YOY,Doug A.
CC_153-14,NA,SLH07,Scalloped,CB,USA,28.435,-80.557,2014-06-20,20,6,2014,M,330,360,430,NA,YOY,Doug A.
CC_154-14,NA,SLH07,Scalloped,CB,USA,28.435,-80.557,2014-06-20,20,6,2014,F,350,360,480,NA,YOY,Doug A.
CC_156-14,NA,SLH07,Scalloped,CB,USA,28.435,-80.557,2014-06-20,20,6,2014,F,330,370,470,NA,YOY,Doug A.
CC_157-14,NA,SLH07,Scalloped,CB,USA,28.435,-80.557,2014-06-20,20,6,2014,M,340,370,500,NA,YOY,Doug A.
CC_158-14,NA,SLH06,Scalloped,CB,USA,28.435,-80.557,2014-06-20,20,6,2014,F,293,324,413,436,YOY,Doug A.
CC_161-14,NA,SLH06,Scalloped,CB,USA,28.435,-80.557,2014-06-20,20,6,2014,F,338,376,377,507,YOY,Doug A.
CC_162-14,NA,SLH06,Scalloped,CB,USA,28.435,-80.557,2014-06-20,20,6,2014,M,299,331,432,445,YOY,Doug A.
CC_163-14,NA,SLH06,Scalloped,CB,USA,28.435,-80.557,2014-06-20,20,6,2014,M,294,326,415,436,YOY,Doug A.
CC_164-14,NA,SLH06,Scalloped,CB,USA,28.435,-80.557,2014-06-20,20,6,2014,M,309,341,435,461,YOY,Doug A.
CC_165-14,NA,SLH06,Scalloped,CB,USA,28.435,-80.557,2014-06-20,20,6,2014,F,322,358,448,473,YOY,Doug A.
